,s
7631,http://yago-knowledge.org/resource/Prophecy
7632,http://yago-knowledge.org/resource/Journalist
7633,http://yago-knowledge.org/resource/Parachute_tower
7634,http://yago-knowledge.org/resource/Rally_Argentina
7635,http://yago-knowledge.org/resource/Episcopal_see
7636,http://yago-knowledge.org/resource/Leeds_City_Council_elections
7637,http://yago-knowledge.org/resource/Ring_system
7638,http://yago-knowledge.org/resource/List_of_battery_sizes
7639,http://yago-knowledge.org/resource/Holotype
7640,http://yago-knowledge.org/resource/Fishing_vessel
7641,http://yago-knowledge.org/resource/Regions_of_Finland
7642,http://yago-knowledge.org/resource/Agora
7643,http://yago-knowledge.org/resource/Lava_tube
7644,http://yago-knowledge.org/resource/Generation
7645,http://yago-knowledge.org/resource/Caricature
7646,http://yago-knowledge.org/resource/Remotely_operated_underwater_vehicle
7647,http://yago-knowledge.org/resource/Graphical_user_interface
7648,http://yago-knowledge.org/resource/French_senate_elections
7649,http://yago-knowledge.org/resource/Poker_tournament
7650,http://yago-knowledge.org/resource/Diplomacy
7651,http://yago-knowledge.org/resource/Court_of_Audit
7652,http://yago-knowledge.org/resource/European_Beach_Volleyball_Championship
7653,http://yago-knowledge.org/resource/Chansonnier
7654,http://yago-knowledge.org/resource/Decorative_arts
7655,http://yago-knowledge.org/resource/TEAN_International
7656,http://yago-knowledge.org/resource/Mechanism_(engineering)
7657,http://yago-knowledge.org/resource/Eucharistic_miracle
7658,http://yago-knowledge.org/resource/Types_of_cheese
7659,http://yago-knowledge.org/resource/Imperial_Conference
7660,http://yago-knowledge.org/resource/Ministry_of_the_economy
7661,http://yago-knowledge.org/resource/Meeting
7662,http://yago-knowledge.org/resource/Guided_bomb
7663,http://yago-knowledge.org/resource/Earthenware
7664,http://yago-knowledge.org/resource/Nomen_dubium
7665,http://yago-knowledge.org/resource/Rally_New_Zealand
7666,http://yago-knowledge.org/resource/Tourism
7667,http://yago-knowledge.org/resource/Nude_beach
7668,http://yago-knowledge.org/resource/Honorary_titles_of_Russia
7669,http://yago-knowledge.org/resource/Bachelor's_degree
7670,http://yago-knowledge.org/resource/National_Parkway
7671,http://yago-knowledge.org/resource/Spur_castle
7672,http://yago-knowledge.org/resource/Explanatory_dictionary
7673,http://yago-knowledge.org/resource/Inselberg
7674,http://yago-knowledge.org/resource/Urban_beach
7675,http://yago-knowledge.org/resource/Thailand_Open_(Pattaya)
7676,http://yago-knowledge.org/resource/Nokere_Koerse
7677,http://yago-knowledge.org/resource/Jewish_day_school
7678,http://yago-knowledge.org/resource/EMA_(TV_series)
7679,http://yago-knowledge.org/resource/Dow_Tennis_Classic
7680,http://yago-knowledge.org/resource/Paper_size
7681,http://yago-knowledge.org/resource/Dune
7682,http://yago-knowledge.org/resource/Secure_units_for_children
7683,http://yago-knowledge.org/resource/Writers_Guild_of_America_Awards
7684,http://yago-knowledge.org/resource/Elections_in_Berlin
7685,http://yago-knowledge.org/resource/Departmental_council_(France)
7686,http://yago-knowledge.org/resource/Gift_shop
7687,http://yago-knowledge.org/resource/Ministry_of_the_Republic_of_Italy
7688,http://yago-knowledge.org/resource/Karate_kata
7689,http://yago-knowledge.org/resource/World_Athletics_U20_Championships
7690,http://yago-knowledge.org/resource/Anemoi
7691,http://yago-knowledge.org/resource/Headgear
7692,http://yago-knowledge.org/resource/Graphics_display_resolution
7693,http://yago-knowledge.org/resource/Orange_Warsaw_Open
7694,http://yago-knowledge.org/resource/Heptagonal_pyramidal_number
7695,http://yago-knowledge.org/resource/Courtyard
7696,http://yago-knowledge.org/resource/Lingua_franca
7697,http://yago-knowledge.org/resource/Antarctic_field_camps
7698,http://yago-knowledge.org/resource/Fungus
7699,http://yago-knowledge.org/resource/Contemporary_folk_music
7700,http://yago-knowledge.org/resource/Offshore_construction
7701,http://yago-knowledge.org/resource/Self-regulatory_organization
7702,http://yago-knowledge.org/resource/Fiesta_patronal
7703,http://yago-knowledge.org/resource/Assault_gun
7704,http://yago-knowledge.org/resource/Open-source_hardware
7705,http://yago-knowledge.org/resource/Parishes_of_Dominica
7706,http://yago-knowledge.org/resource/Telethon
7707,http://yago-knowledge.org/resource/Pendants_(art)
7708,http://yago-knowledge.org/resource/Burial
7709,http://yago-knowledge.org/resource/Thesaurus
7710,http://yago-knowledge.org/resource/Dōjinshi_convention
7711,http://yago-knowledge.org/resource/Isotopes_of_carbon
7712,http://yago-knowledge.org/resource/Language_code
7713,http://yago-knowledge.org/resource/Legal_instrument
7714,http://yago-knowledge.org/resource/Seventh_power
7715,http://yago-knowledge.org/resource/Permanent_secretary
7716,http://yago-knowledge.org/resource/Board_wargame
7717,http://yago-knowledge.org/resource/Persona
7718,http://yago-knowledge.org/resource/Fief
7719,http://yago-knowledge.org/resource/Pro-cathedral
7720,http://yago-knowledge.org/resource/Tokyo_Marathon
7721,http://yago-knowledge.org/resource/International_human_rights_instruments
7722,http://yago-knowledge.org/resource/E-commerce_payment_system
7723,http://yago-knowledge.org/resource/Regions_of_Chile
7724,http://yago-knowledge.org/resource/Sukhaphiban
7725,http://yago-knowledge.org/resource/Member_of_parliament
7726,http://yago-knowledge.org/resource/Barrier_island
7727,http://yago-knowledge.org/resource/Electrical_element
7728,http://yago-knowledge.org/resource/Mutants_in_fiction
7729,http://yago-knowledge.org/resource/Cope
7730,http://yago-knowledge.org/resource/Beer_hall
7731,http://yago-knowledge.org/resource/Rhyton
7732,http://yago-knowledge.org/resource/Surbiton_Trophy
7733,http://yago-knowledge.org/resource/Intermunicipal_communities_of_Portugal
7734,http://yago-knowledge.org/resource/Chamber_tomb
7735,http://yago-knowledge.org/resource/Fence
7736,http://yago-knowledge.org/resource/Counties_of_Norway
7737,http://yago-knowledge.org/resource/Icelandic_name
7738,http://yago-knowledge.org/resource/Physiographic_province
7739,http://yago-knowledge.org/resource/Liceo_linguistico
7740,http://yago-knowledge.org/resource/War_of_independence
7741,http://yago-knowledge.org/resource/Central_American_and_Caribbean_Championships_in_Athletics
7742,http://yago-knowledge.org/resource/Isotopes_of_xenon
7743,http://yago-knowledge.org/resource/Hydraulic_structure
7744,http://yago-knowledge.org/resource/AON_Open_Challenger
7745,http://yago-knowledge.org/resource/Beer_in_the_Czech_Republic
7746,http://yago-knowledge.org/resource/Job
7747,http://yago-knowledge.org/resource/Bassoon_concerto
7748,http://yago-knowledge.org/resource/Medical_library
7749,http://yago-knowledge.org/resource/Kitchen
7750,http://yago-knowledge.org/resource/Tram_accident
7751,http://yago-knowledge.org/resource/RBC_Tennis_Championships_of_Dallas
7752,http://yago-knowledge.org/resource/Rural_communities_of_Senegal
7753,http://yago-knowledge.org/resource/President's_Cup_(tennis)
7754,http://yago-knowledge.org/resource/Qatar_Classic
7755,http://yago-knowledge.org/resource/Carfree_city
7756,http://yago-knowledge.org/resource/Committees_of_the_Verkhovna_Rada
7757,http://yago-knowledge.org/resource/Administrative_divisions_of_Poland
7758,http://yago-knowledge.org/resource/Presidential_library
7759,http://yago-knowledge.org/resource/Monarch
7760,http://yago-knowledge.org/resource/Tour_of_Qinghai_Lake
7761,http://yago-knowledge.org/resource/Cello
7762,http://yago-knowledge.org/resource/Verizon_Tennis_Challenge
7763,http://yago-knowledge.org/resource/Energy_crisis
7764,http://yago-knowledge.org/resource/Campo_(Venice)
7765,http://yago-knowledge.org/resource/Landscape_park_(protected_area)
7766,http://yago-knowledge.org/resource/Photo-book
7767,http://yago-knowledge.org/resource/Zeppelin
7768,http://yago-knowledge.org/resource/Order_in_Council
7769,http://yago-knowledge.org/resource/Price
7770,http://yago-knowledge.org/resource/Illustration
7771,http://yago-knowledge.org/resource/President_(corporate_title)
7772,http://yago-knowledge.org/resource/S-type_star
7773,http://yago-knowledge.org/resource/Samarkand_Challenger
7774,http://yago-knowledge.org/resource/Birth_defect
7775,http://yago-knowledge.org/resource/Regional-Express
7776,http://yago-knowledge.org/resource/Kunsthalle
7777,http://yago-knowledge.org/resource/Grave_goods
7778,http://yago-knowledge.org/resource/Droid_(Star_Wars)
7779,http://yago-knowledge.org/resource/LP_record
7780,http://yago-knowledge.org/resource/Landing_craft
7781,http://yago-knowledge.org/resource/Bicycle
7782,http://yago-knowledge.org/resource/Roma_Maxima
7783,http://yago-knowledge.org/resource/Royal_guard
7784,http://yago-knowledge.org/resource/Horse-drawn_vehicle
7785,http://yago-knowledge.org/resource/Open_Diputación_Ciudad_de_Pozoblanco
7786,http://yago-knowledge.org/resource/Children's_railway
7787,http://yago-knowledge.org/resource/Sabkha
7788,http://yago-knowledge.org/resource/The_Hague_Open
7789,http://yago-knowledge.org/resource/Culinary_fruit
7790,http://yago-knowledge.org/resource/Cleveland_Classic
7791,http://yago-knowledge.org/resource/Challenger_de_Granby
7792,http://yago-knowledge.org/resource/Priest
7793,http://yago-knowledge.org/resource/Glycoprotein
7794,http://yago-knowledge.org/resource/Throne
7795,http://yago-knowledge.org/resource/SR_Merchant_Navy_class
7796,http://yago-knowledge.org/resource/Tel_Aviv_Open
7797,http://yago-knowledge.org/resource/Level_of_measurement
7798,http://yago-knowledge.org/resource/Ecclesiastical_region
7799,http://yago-knowledge.org/resource/Nursing_home_care
7800,http://yago-knowledge.org/resource/Districts_of_Suriname
7801,http://yago-knowledge.org/resource/California_ballot_proposition
7802,http://yago-knowledge.org/resource/Ukrainian_surnames
7803,http://yago-knowledge.org/resource/Motor_City_Open_(squash)
7804,http://yago-knowledge.org/resource/Standard_(metrology)
7805,http://yago-knowledge.org/resource/Proposition
7806,http://yago-knowledge.org/resource/Information_centre
7807,http://yago-knowledge.org/resource/Index_term
7808,http://yago-knowledge.org/resource/California_State_Assembly_districts
7809,http://yago-knowledge.org/resource/Affinity_(law)
7810,http://yago-knowledge.org/resource/Brokerage_firm
7811,http://yago-knowledge.org/resource/Educational_stage
7812,http://yago-knowledge.org/resource/Urban_planning
7813,http://yago-knowledge.org/resource/Supersecondary_structure
7814,http://yago-knowledge.org/resource/Plant_community
7815,http://yago-knowledge.org/resource/Crude_drug
7817,http://yago-knowledge.org/resource/Month
7818,http://yago-knowledge.org/resource/Multiplication_algorithm
7819,http://yago-knowledge.org/resource/Men's_Junior_European_Volleyball_Championship
7820,http://yago-knowledge.org/resource/Junction_(rail)
7821,http://yago-knowledge.org/resource/Refinery
7822,http://yago-knowledge.org/resource/Armoured_recovery_vehicle
7823,http://yago-knowledge.org/resource/Calendar_date
7824,http://yago-knowledge.org/resource/Kamienica_(architecture)
7825,http://yago-knowledge.org/resource/Catacombs
7826,http://yago-knowledge.org/resource/Iditarod_Trail_Sled_Dog_Race
7827,http://yago-knowledge.org/resource/Railway_electrification_system
7828,http://yago-knowledge.org/resource/Data-rate_units
7829,http://yago-knowledge.org/resource/Ethics
7830,http://yago-knowledge.org/resource/WDF_Europe_Cup
7831,http://yago-knowledge.org/resource/Hunting_dog
7832,http://yago-knowledge.org/resource/South-east_Commonwealth_Marine_Reserve_Network
7833,http://yago-knowledge.org/resource/Australian_marine_parks
7834,http://yago-knowledge.org/resource/Wild_Mouse_roller_coaster
7835,http://yago-knowledge.org/resource/Producers_Guild_Film_Awards
7836,http://yago-knowledge.org/resource/Frame_of_reference
7837,http://yago-knowledge.org/resource/Duplex_(building)
7838,http://yago-knowledge.org/resource/Religious_art
7839,http://yago-knowledge.org/resource/Document_file_format
7840,http://yago-knowledge.org/resource/Ship_canal
7841,http://yago-knowledge.org/resource/British_R-class_submarine
7842,http://yago-knowledge.org/resource/Non-lethal_weapon
7843,http://yago-knowledge.org/resource/Disk_image
7844,http://yago-knowledge.org/resource/Acropolis
7845,http://yago-knowledge.org/resource/Carriage
7846,http://yago-knowledge.org/resource/Viennese_coffee_house
7847,http://yago-knowledge.org/resource/7-Dorpenomloop_Aalburg
7848,http://yago-knowledge.org/resource/Hobart_International
7849,http://yago-knowledge.org/resource/Electric_vehicle
7850,http://yago-knowledge.org/resource/Data_breach
7851,http://yago-knowledge.org/resource/Court_appointment
7852,http://yago-knowledge.org/resource/Tour_of_Austria
7853,http://yago-knowledge.org/resource/Bengal_Film_Journalists'_Association_Awards
7854,http://yago-knowledge.org/resource/Repository_(publishing)
7855,http://yago-knowledge.org/resource/Basement
7856,http://yago-knowledge.org/resource/Woodland_cemetery
7857,http://yago-knowledge.org/resource/Czech_Open_(tennis)
7858,http://yago-knowledge.org/resource/Dual_education_system
7859,http://yago-knowledge.org/resource/Hand_axe
7860,http://yago-knowledge.org/resource/Oral_history
7861,http://yago-knowledge.org/resource/Autonomous_communities_of_Spain
7862,http://yago-knowledge.org/resource/Interglacial
7863,http://yago-knowledge.org/resource/Rally_Australia
7864,http://yago-knowledge.org/resource/Western_lowland_gorilla
7865,http://yago-knowledge.org/resource/Small_nuclear_RNA
7866,http://yago-knowledge.org/resource/Sketch_comedy
7867,http://yago-knowledge.org/resource/Fashion_accessory
7868,http://yago-knowledge.org/resource/Isotopes_of_potassium
7869,http://yago-knowledge.org/resource/Integrated_library_system
7870,http://yago-knowledge.org/resource/Physician
7871,http://yago-knowledge.org/resource/Plutino
7872,http://yago-knowledge.org/resource/Pyxis_(vessel)
7873,http://yago-knowledge.org/resource/Runway
7874,http://yago-knowledge.org/resource/Geographic_coordinate_system
7875,http://yago-knowledge.org/resource/Automobile_repair_shop
7876,http://yago-knowledge.org/resource/Rugby_union_positions
7877,http://yago-knowledge.org/resource/Euphemism
7878,http://yago-knowledge.org/resource/Roundup_(history)
7879,http://yago-knowledge.org/resource/Gravitational_lens
